,indice_fecha,indice_estado_cielo,temp._(°c),sen._térmica_(°c),racha_máx._(km/h),precipitación_(mm),nieve_(mm),humedad_relativa_(%),prob._de_nieve_(%),prob._de_tormenta_(%),dirección_viento,velocidad_del_viento,indice_municipio
6965,5,1,25,25,14.0,0.0,0,65,0,75,O,12,156
6966,6,7,23,23,14.0,1.0,0,64,0,75,O,6,156
6967,7,8,24,24,13.0,0.0,0,69,0,75,E,1,156
6968,8,7,22,22,23.0,0.5,0,76,0,75,O,4,156
6969,9,2,21,21,24.0,0.0,0,79,0,60,NE,15,156
6970,10,7,20,20,26.0,0.1,0,88,0,60,NE,14,156
6971,11,6,19,19,12.0,0.0,0,81,0,60,NE,16,156
6972,12,1,19,19,29.0,0.0,0,88,0,60,N,8,156
6973,13,5,18,18,32.0,0.0,0,90,0,60,NE,18,156
6974,14,2,18,18,20.0,0.0,0,92,0,60,NE,21,156
6975,15,5,18,18,25.0,0.0,0,94,0,30,NO,14,156
6976,16,6,17,17,15.0,0.0,0,94,0,30,NE,17,156
6977,17,2,17,17,21.0,0.0,0,96,0,30,N,9,156
6978,18,8,17,17,20.0,0.0,0,96,0,30,NE,14,156
6979,19,13,16,16,27.0,0.0,0,98,0,30,NE,13,156
6980,20,5,16,16,17.0,0.0,0,100,0,30,NE,18,156
6981,21,6,16,16,19.0,0.0,0,100,0,35,NE,12,156
6982,22,6,18,18,25.0,0.0,0,99,0,35,E,13,156
6983,23,8,21,21,32.0,0.0,0,88,0,35,E,13,156
6984,24,8,23,23,48.0,0.0,0,79,0,35,SE,12,156
6985,25,8,24,24,30.0,0.0,0,70,0,35,SE,24,156
6986,26,1,26,26,30.0,0.0,0,58,0,35,NO,20,156
6987,27,1,27,27,20.0,0.0,0,51,0,50,N,20,156
6988,28,7,28,29,11.0,0.1,0,52,0,50,NO,12,156
6989,29,6,28,28,14.0,0.0,0,49,0,50,E,6,156
6990,30,1,29,30,9.0,0.0,0,52,0,50,E,6,156
6991,31,6,27,28,8.0,0.0,0,55,0,50,E,4,156
6992,32,1,26,26,12.0,0.0,0,68,0,50,N,4,156
6993,33,6,24,24,9.0,0.0,0,79,0,40,NE,8,156
6994,34,1,23,23,14.0,0.0,0,87,0,40,NE,7,156
6995,35,6,21,21,19.0,0.0,0,86,0,40,E,10,156
6996,36,6,20,20,19.0,0.0,0,89,0,40,E,13,156
6997,37,8,20,20,18.0,0.0,0,90,0,40,E,13,156
6998,38,2,19,19,12.0,0.0,0,86,0,40,E,12,156
6999,39,8,19,19,13.0,0.0,0,88,0,10,NE,8,156
7000,40,5,18,18,15.0,0.0,0,89,0,10,E,9,156
7001,41,2,18,18,15.0,0.0,0,94,0,10,NE,10,156
7002,42,5,17,17,18.0,0.0,0,96,0,10,NE,10,156
7003,43,5,17,17,13.0,0.0,0,94,0,10,NE,12,156
7004,44,1,16,16,15.0,0.0,0,93,0,10,NE,9,156
7005,1,8,24,24,7.0,0.0,0,76,0,70,E,4,157
7006,2,4,25,25,13.0,0.0,0,66,0,70,E,2,157
7007,3,1,27,28,16.0,0.0,0,58,0,75,S,6,157
7008,4,1,28,29,20.0,0.0,0,51,0,75,SO,7,157
7009,5,8,26,26,14.0,0.0,0,61,0,75,O,12,157
7010,6,11,25,25,9.0,1.0,0,62,0,75,NO,7,157
7011,7,3,25,25,47.0,0.1,0,68,0,75,O,6,157
7012,8,7,23,23,22.0,0.1,0,69,0,75,O,32,157
7013,9,8,21,21,25.0,0.0,0,70,0,65,NE,14,157
7014,10,9,21,21,23.0,0.1,0,85,0,65,N,13,157
7015,11,6,20,20,12.0,0.0,0,82,0,65,N,11,157
7016,12,6,20,20,26.0,0.0,0,90,0,65,N,6,157
7017,13,8,19,19,26.0,0.0,0,90,0,65,NE,14,157
7018,14,6,19,19,20.0,0.0,0,91,0,65,N,16,157
7019,15,6,18,18,25.0,0.0,0,95,0,20,N,14,157
7020,16,4,18,18,19.0,0.0,0,92,0,20,NE,16,157
7021,17,2,18,18,19.0,0.0,0,96,0,20,N,13,157
7022,18,2,17,17,15.0,0.0,0,97,0,20,N,12,157
7023,19,8,17,17,21.0,0.0,0,98,0,20,N,10,157
7024,20,5,17,17,12.0,0.0,0,100,0,20,NE,13,157
7025,21,2,17,17,14.0,0.0,0,100,0,30,N,9,157
7026,22,2,19,19,21.0,0.0,0,98,0,30,E,10,157
7027,23,8,21,21,25.0,0.0,0,87,0,30,E,10,157
7028,24,8,24,24,39.0,0.0,0,78,0,30,SE,9,157
7029,25,8,25,25,19.0,0.0,0,66,0,30,SE,18,157
7030,26,1,26,26,27.0,0.0,0,54,0,30,N,12,157
7031,27,1,28,29,19.0,0.0,0,51,0,45,N,19,157
7032,28,6,28,28,9.0,0.0,0,50,0,45,N,11,157
7033,29,6,29,29,11.0,0.0,0,48,0,45,E,5,157
7034,30,1,30,31,9.0,0.0,0,50,0,45,E,5,157
7035,31,6,28,29,12.0,0.0,0,56,0,45,NE,2,157
7036,32,1,26,26,13.0,0.0,0,67,0,45,N,8,157
7037,33,6,24,24,8.0,0.0,0,81,0,30,N,8,157
7038,34,1,23,23,9.0,0.0,0,87,0,30,NE,6,157
7039,35,6,22,22,17.0,0.0,0,88,0,30,NE,6,157
7040,36,6,21,21,15.0,0.0,0,89,0,30,E,10,157
7041,37,8,20,20,10.0,0.0,0,89,0,30,E,9,157
7042,38,2,20,20,13.0,0.0,0,89,0,30,E,6,157
7043,39,2,19,19,11.0,0.0,0,91,0,10,N,9,157
7044,40,5,19,19,13.0,0.0,0,90,0,10,E,8,157
7045,41,6,18,18,12.0,0.0,0,94,0,10,NE,9,157
7046,42,5,18,18,13.0,0.0,0,97,0,10,N,9,157
7047,43,5,17,17,10.0,0.0,0,96,0,10,N,7,157
7048,44,1,17,17,16.0,0.0,0,93,0,10,NE,7,157
7049,1,7,24,24,22.0,0.1,0,63,0,75,SE,12,158
7050,2,7,25,25,23.0,0.1,0,56,0,75,SE,10,158
7051,3,8,26,26,30.0,0.0,0,49,0,75,SE,10,158
7052,4,3,27,27,34.0,0.1,0,45,0,75,S,16,158
7053,5,4,25,25,36.0,0.0,0,49,0,75,S,21,158
7054,6,8,26,26,32.0,0.0,0,47,0,75,S,21,158
7055,7,4,24,24,27.0,0.0,0,50,0,75,S,18,158
7056,8,8,22,22,44.0,0.0,0,51,0,75,S,15,158
7057,9,7,21,21,19.0,0.1,0,67,0,65,NO,15,158
7058,10,5,19,19,27.0,0.0,0,73,0,65,N,13,158
7059,11,5,18,18,32.0,0.0,0,83,0,65,NE,13,158
7060,12,8,19,19,27.0,0.0,0,79,0,65,NE,19,158
7061,13,6,18,18,26.0,0.0,0,85,0,65,N,18,158
7062,14,6,18,18,24.0,0.0,0,83,0,65,NE,17,158
7063,15,4,17,17,24.0,0.0,0,87,0,10,E,16,158
7064,16,2,17,17,23.0,0.0,0,99,0,10,E,16,158
7065,17,6,17,17,24.0,0.0,0,100,0,10,E,14,158
7066,18,8,17,17,22.0,0.0,0,100,0,10,SE,15,158
7067,19,8,16,16,21.0,0.0,0,100,0,10,SE,14,158
7068,20,8,16,16,19.0,0.0,0,100,0,10,SE,13,158
7069,21,13,16,16,22.0,0.0,0,100,0,15,E,11,158
7070,22,2,19,19,38.0,0.0,0,99,0,15,E,15,158
7071,23,8,21,21,29.0,0.0,0,84,0,15,SE,24,158
7072,24,8,24,24,37.0,0.0,0,68,0,15,SE,11,158
7073,25,8,25,25,32.0,0.0,0,62,0,15,E,20,158
7074,26,1,26,26,24.0,0.0,0,59,0,15,NE,16,158
7075,27,8,27,28,34.0,0.0,0,59,0,65,N,12,158
7076,28,14,28,29,31.0,0.1,0,59,0,65,N,20,158
7077,29,7,28,29,23.0,0.1,0,55,0,65,N,19,158
7078,30,4,29,29,37.0,0.0,0,46,0,65,E,11,158
7079,31,6,27,27,34.0,0.0,0,48,0,65,SE,17,158
7080,32,4,24,24,36.0,0.0,0,54,0,65,SE,20,158
7081,33,5,22,22,12.0,0.0,0,69,0,20,SE,21,158
7082,34,1,21,21,16.0,0.0,0,70,0,20,E,7,158
7083,35,4,21,21,21.0,0.0,0,74,0,20,E,11,158
7084,36,6,20,20,20.0,0.0,0,73,0,20,E,14,158
7085,37,8,20,20,24.0,0.0,0,72,0,20,E,13,158
7086,38,6,19,19,32.0,0.0,0,73,0,20,SE,16,158
7087,39,6,18,18,38.0,0.0,0,73,0,5,SE,21,158
7088,40,6,18,18,19.0,0.0,0,76,0,5,SE,23,158
7089,41,1,17,17,22.0,0.0,0,76,0,5,E,12,158
7090,42,1,17,17,15.0,0.0,0,78,0,5,NE,10,158
7091,43,6,16,16,18.0,0.0,0,79,0,5,NE,8,158
7092,44,6,16,16,15.0,0.0,0,87,0,5,NE,12,158
7093,1,1,24,24,19.0,0.0,0,65,0,75,SE,11,159
7094,2,1,25,25,19.0,0.0,0,60,0,75,SE,9,159
7095,3,8,27,27,28.0,0.0,0,49,0,80,SE,7,159
7096,4,8,26,26,38.0,0.0,0,51,0,80,S,13,159
7097,5,4,24,24,41.0,0.0,0,55,0,80,S,23,159
7098,6,4,25,25,30.0,0.0,0,49,0,80,S,25,159
7099,7,6,26,26,31.0,0.0,0,46,0,80,S,17,159
7100,8,3,24,24,24.0,0.1,0,51,0,80,S,16,159
7101,9,14,21,21,17.0,0.2,0,71,0,65,N,13,159
7102,10,9,20,20,25.0,0.1,0,83,0,65,NE,10,159
7103,11,7,18,18,34.0,0.3,0,93,0,65,N,14,159
7104,12,6,19,19,33.0,0.0,0,94,0,65,NE,21,159
7105,13,5,18,18,35.0,0.0,0,94,0,65,NE,22,159
7106,14,6,18,18,34.0,0.0,0,92,0,65,E,23,159
7107,15,2,18,18,18.0,0.0,0,89,0,15,E,22,159
7108,16,2,17,17,20.0,0.0,0,95,0,15,N,11,159
7109,17,5,17,17,15.0,0.0,0,98,0,15,NE,11,159
7110,18,2,17,17,15.0,0.0,0,100,0,15,E,9,159
7111,19,2,17,17,17.0,0.0,0,100,0,15,E,7,159
7112,20,2,16,16,15.0,0.0,0,100,0,15,N,11,159
7113,21,13,16,16,12.0,0.0,0,100,0,25,E,9,159
7114,22,8,19,19,32.0,0.0,0,100,0,25,E,8,159
7115,23,8,21,21,55.0,0.0,0,88,0,25,SE,20,159
7116,24,8,23,23,47.0,0.0,0,77,0,25,SE,37,159
7117,25,1,25,25,22.0,0.0,0,67,0,25,E,23,159
7118,26,4,26,26,26.0,0.0,0,66,0,25,NO,14,159
7119,27,1,27,28,27.0,0.0,0,60,0,65,N,15,159
7120,28,2,28,30,22.0,0.0,0,64,0,65,N,16,159
7121,29,7,29,31,25.0,0.1,0,57,0,65,NE,11,159
7122,30,8,29,31,13.0,0.0,0,58,0,65,E,13,159
7123,31,6,27,28,16.0,0.0,0,62,0,65,NE,7,159
7124,32,5,25,25,12.0,0.0,0,76,0,65,E,10,159
7125,33,5,22,22,15.0,0.0,0,92,0,25,NE,5,159
7126,34,1,21,21,12.0,0.0,0,85,0,25,SE,9,159
7127,35,6,21,21,23.0,0.0,0,88,0,25,E,8,159
7128,36,8,20,20,29.0,0.0,0,90,0,25,E,15,159
7129,37,8,20,20,29.0,0.0,0,82,0,25,E,19,159
7130,38,2,19,19,26.0,0.0,0,83,0,25,E,17,159
7131,39,4,19,19,37.0,0.0,0,87,0,10,SE,17,159
7132,40,5,18,18,22.0,0.0,0,85,0,10,SE,20,159
7133,41,2,17,17,15.0,0.0,0,86,0,10,E,13,159
7134,42,5,17,17,16.0,0.0,0,97,0,10,N,10,159
7135,43,5,16,16,13.0,0.0,0,98,0,10,E,4,159
7136,44,8,16,16,13.0,0.0,0,95,0,10,NE,8,159
7137,1,7,26,26,17.0,0.1,0,55,0,70,SE,8,160
7138,2,7,28,28,18.0,0.1,0,48,0,70,E,7,160
7139,3,2,28,28,21.0,0.0,0,47,0,80,SE,5,160
7140,4,8,27,27,30.0,0.0,0,45,0,80,S,9,160
7141,5,6,29,29,41.0,0.0,0,39,0,80,S,18,160
7142,6,1,28,28,36.0,0.0,0,41,0,80,S,23,160
7143,7,3,26,26,52.0,0.3,0,40,0,80,S,21,160
7144,8,8,25,25,17.0,0.0,0,60,0,80,NO,34,160
7145,9,4,23,23,26.0,0.0,0,56,0,70,NE,6,160
7146,10,7,22,22,42.0,1.0,0,68,0,70,N,17,160
7147,11,6,21,21,21.0,0.0,0,89,0,70,NE,29,160
7148,12,6,20,20,27.0,0.0,0,89,0,70,NE,15,160
7149,13,5,19,19,25.0,0.0,0,91,0,70,E,18,160
7150,14,6,19,19,15.0,0.0,0,93,0,70,NE,14,160
7151,15,6,18,18,22.0,0.0,0,98,0,10,N,10,160
7152,16,2,18,18,19.0,0.0,0,98,0,10,N,15,160
7153,17,2,18,18,21.0,0.0,0,99,0,10,NE,13,160
7154,18,5,18,18,15.0,0.0,0,100,0,10,NE,13,160
7155,19,4,18,18,22.0,0.0,0,100,0,10,N,10,160
7156,20,2,18,18,16.0,0.0,0,100,0,10,NE,15,160
7157,21,8,18,18,24.0,0.0,0,100,0,15,NE,10,160
7158,22,8,20,20,16.0,0.0,0,93,0,15,NE,16,160
7159,23,8,22,22,31.0,0.0,0,83,0,15,NE,10,160
7160,24,13,25,25,27.0,0.0,0,70,0,15,SE,21,160
7161,25,8,26,26,39.0,0.0,0,66,0,15,SE,9,160
7162,26,1,27,28,29.0,0.0,0,55,0,15,N,21,160
7163,27,8,28,29,30.0,0.0,0,51,0,55,N,17,160
7164,28,4,29,30,22.0,0.0,0,53,0,55,NE,17,160
7165,29,7,30,31,22.0,0.1,0,52,0,55,NE,14,160
7166,30,8,31,33,18.0,0.0,0,51,0,55,NE,12,160
7167,31,6,29,31,17.0,0.0,0,57,0,55,NE,11,160
7168,32,6,27,28,13.0,0.0,0,63,0,55,NE,10,160
7169,33,6,25,25,6.0,0.0,0,75,0,25,NE,6,160
7170,34,1,24,24,9.0,0.0,0,78,0,25,E,4,160
7171,35,1,23,23,14.0,0.0,0,83,0,25,NE,7,160
7172,36,4,21,21,10.0,0.0,0,90,0,25,NE,10,160
7173,37,8,21,21,8.0,0.0,0,86,0,25,NE,7,160
7174,38,8,20,20,8.0,0.0,0,86,0,25,NE,5,160
7175,39,6,20,20,16.0,0.0,0,83,0,5,NE,6,160
7176,40,4,20,20,8.0,0.0,0,78,0,5,SE,9,160
7177,41,6,19,19,16.0,0.0,0,84,0,5,E,2,160
7178,42,4,18,18,9.0,0.0,0,86,0,5,N,10,160
7179,43,5,18,18,15.0,0.0,0,93,0,5,E,6,160
7180,44,6,18,18,10.0,0.0,0,93,0,5,NE,10,160
7181,1,2,22,22,14.0,0.0,0,77,0,75,E,5,161
7182,2,1,24,24,20.0,0.0,0,71,0,75,E,6,161
7183,3,1,25,25,19.0,0.0,0,63,0,75,E,8,161
7184,4,1,26,26,20.0,0.0,0,62,0,75,SE,7,161
7185,5,1,23,23,20.0,0.0,0,62,0,75,SO,9,161
7186,6,6,24,24,41.0,0.0,0,57,0,75,SO,8,161
7187,7,3,22,22,72.0,0.2,0,52,0,75,S,10,161
7188,8,15,21,21,15.0,0.3,0,65,0,75,SO,34,161
7189,9,8,19,19,16.0,0.0,0,65,0,70,O,4,161
7190,10,7,19,19,13.0,0.1,0,77,0,70,NE,3,161
7191,11,6,18,18,11.0,0.0,0,78,0,70,N,7,161
7192,12,5,18,18,19.0,0.0,0,71,0,70,N,7,161
7193,13,2,17,17,20.0,0.0,0,78,0,70,NE,11,161
7194,14,9,17,17,23.0,0.5,0,85,0,70,N,12,161
7195,15,13,17,17,25.0,0.0,0,100,0,20,N,12,161
7196,16,6,16,16,13.0,0.0,0,100,0,20,N,14,161
7197,17,2,16,16,13.0,0.0,0,95,0,20,N,7,161
7198,18,2,16,16,14.0,0.0,0,97,0,20,N,8,161
7199,19,4,16,16,12.0,0.0,0,100,0,20,NE,7,161
7200,20,5,15,15,12.0,0.0,0,100,0,20,NE,7,161
7201,21,5,15,15,12.0,0.0,0,100,0,40,NE,7,161
7202,22,2,17,17,20.0,0.0,0,97,0,40,NE,6,161
7203,23,8,20,20,23.0,0.0,0,83,0,40,E,10,161
7204,24,8,22,22,46.0,0.0,0,82,0,40,SE,12,161
7205,25,8,24,24,35.0,0.0,0,72,0,40,SE,26,161
7206,26,13,25,25,28.0,0.0,0,54,0,40,N,19,161
7207,27,1,26,26,27.0,0.0,0,48,0,60,N,16,161
7208,28,1,27,27,16.0,0.0,0,44,0,60,N,12,161
7209,29,1,28,28,15.0,0.0,0,40,0,60,SE,3,161
7210,30,7,28,28,13.0,0.1,0,40,0,60,SE,5,161
7211,31,6,26,26,12.0,0.0,0,46,0,60,E,5,161
7212,32,6,25,25,11.0,0.0,0,59,0,60,NE,4,161
7213,33,1,23,23,4.0,0.0,0,66,0,40,N,5,161
7214,34,1,22,22,4.0,0.0,0,76,0,40,N,2,161
7215,35,6,21,21,7.0,0.0,0,80,0,40,N,2,161
7216,36,8,19,19,6.0,0.0,0,85,0,40,N,5,161
7217,37,2,19,19,9.0,0.0,0,87,0,40,NE,4,161
7218,38,8,19,19,8.0,0.0,0,91,0,40,N,5,161
7219,39,8,18,18,6.0,0.0,0,89,0,5,N,5,161
7220,40,5,19,19,8.0,0.0,0,87,0,5,NE,3,161
7221,41,6,18,18,4.0,0.0,0,93,0,5,NE,4,161
7222,42,5,17,17,9.0,0.0,0,95,0,5,N,2,161
7223,43,5,17,17,5.0,0.0,0,87,0,5,N,4,161
7224,44,1,16,16,3.0,0.0,0,91,0,5,SO,3,161
7225,1,15,23,23,14.0,0.1,0,76,0,70,SE,7,162
7226,2,7,24,24,21.0,0.1,0,69,0,70,E,6,162
7227,3,1,26,26,20.0,0.0,0,62,0,75,SE,10,162
7228,4,1,25,25,16.0,0.0,0,56,0,75,SE,9,162
7229,5,2,24,24,19.0,0.0,0,59,0,75,SO,8,162
7230,6,1,25,25,27.0,0.0,0,54,0,75,S,9,162
7231,7,3,23,23,76.0,0.6,0,51,0,75,S,9,162
7232,8,3,21,21,25.0,0.2,0,69,0,75,SO,33,162
7233,9,8,20,20,22.0,0.0,0,64,0,70,NO,12,162
7234,10,7,19,19,17.0,0.8,0,78,0,70,N,6,162
7235,11,6,18,18,14.0,0.0,0,84,0,70,N,10,162
7236,12,6,18,18,21.0,0.0,0,79,0,70,N,10,162
7237,13,8,18,18,23.0,0.0,0,87,0,70,NE,14,162
7238,14,9,17,17,19.0,0.1,0,89,0,70,N,16,162
7239,15,5,17,17,21.0,0.0,0,99,0,20,N,10,162
7240,16,6,16,16,16.0,0.0,0,98,0,20,N,14,162
7241,17,2,16,16,14.0,0.0,0,94,0,20,N,8,162
7242,18,2,16,16,15.0,0.0,0,94,0,20,N,9,162
7243,19,2,15,15,17.0,0.0,0,97,0,20,NE,9,162
7244,20,5,15,15,15.0,0.0,0,100,0,20,NE,11,162
7245,21,5,15,15,15.0,0.0,0,100,0,30,NE,10,162
7246,22,6,17,17,19.0,0.0,0,94,0,30,NE,8,162
7247,23,8,20,20,22.0,0.0,0,84,0,30,NE,12,162
7248,24,8,22,22,47.0,0.0,0,82,0,30,E,13,162
7249,25,8,24,24,29.0,0.0,0,66,0,30,SE,25,162
7250,26,2,25,25,27.0,0.0,0,55,0,30,N,17,162
7251,27,1,27,27,27.0,0.0,0,48,0,45,N,18,162
7252,28,6,27,27,19.0,0.0,0,49,0,45,NO,13,162
7253,29,1,28,28,15.0,0.0,0,48,0,45,SE,8,162
7254,30,1,28,28,11.0,0.0,0,47,0,45,E,8,162
7255,31,6,27,28,10.0,0.0,0,53,0,45,E,5,162
7256,32,5,25,25,12.0,0.0,0,64,0,45,NE,6,162
7257,33,1,23,23,8.0,0.0,0,74,0,45,N,8,162
7258,34,6,22,22,6.0,0.0,0,81,0,45,N,6,162
7259,35,5,21,21,10.0,0.0,0,84,0,45,NO,4,162
7260,36,8,19,19,8.0,0.0,0,87,0,45,N,6,162
7261,37,8,19,19,10.0,0.0,0,88,0,45,N,5,162
7262,38,8,19,19,9.0,0.0,0,89,0,45,NE,5,162
7263,39,2,18,18,6.0,0.0,0,93,0,5,N,7,162
7264,40,5,19,19,12.0,0.0,0,87,0,5,NE,4,162
7265,41,5,18,18,8.0,0.0,0,89,0,5,E,7,162
7266,42,5,17,17,15.0,0.0,0,95,0,5,N,6,162
7267,43,5,17,17,9.0,0.0,0,93,0,5,NO,8,162
7268,44,1,16,16,7.0,0.0,0,93,0,5,NO,6,162
7269,1,7,25,25,19.0,0.1,0,56,0,75,E,10,163
7270,2,7,26,26,23.0,0.1,0,49,0,75,SE,8,163
7271,3,8,27,27,36.0,0.0,0,45,0,70,SE,11,163
7272,4,8,28,28,39.0,0.0,0,41,0,70,S,23,163
7273,5,5,28,28,35.0,0.0,0,40,0,70,S,26,163
7274,6,6,28,28,37.0,0.0,0,38,0,70,S,22,163
7275,7,8,26,26,33.0,0.0,0,40,0,70,S,23,163
7276,8,7,24,24,31.0,0.1,0,45,0,70,S,17,163
7277,9,14,22,22,31.0,0.1,0,70,0,65,N,16,163
7278,10,7,20,20,27.0,0.1,0,66,0,65,NE,19,163
7279,11,7,19,19,34.0,0.1,0,76,0,65,N,19,163
7280,12,7,18,18,31.0,0.1,0,85,0,65,NE,24,163
7281,13,7,18,18,30.0,0.1,0,85,0,65,N,20,163
7282,14,17,17,17,32.0,0.1,0,86,0,65,E,21,163
7283,15,2,17,17,33.0,0.0,0,86,0,5,E,23,163
7284,16,4,17,17,31.0,0.0,0,100,0,5,E,23,163
7285,17,5,17,17,25.0,0.0,0,100,0,5,SE,22,163
7286,18,4,17,17,27.0,0.0,0,100,0,5,SE,18,163
7287,19,8,17,17,28.0,0.0,0,100,0,5,SE,19,163
7288,20,4,17,17,28.0,0.0,0,100,0,5,SE,20,163
7289,21,6,17,17,31.0,0.0,0,100,0,10,SE,19,163
7290,22,4,20,20,50.0,0.0,0,92,0,10,SE,22,163
7291,23,8,22,22,30.0,0.0,0,77,0,10,SE,35,163
7292,24,8,25,25,39.0,0.0,0,71,0,10,SO,10,163
7293,25,6,26,26,28.0,0.0,0,61,0,10,E,27,163
7294,26,6,27,28,39.0,0.0,0,53,0,10,E,15,163
7295,27,7,29,30,28.0,0.1,0,53,0,65,N,20,163
7296,28,9,30,30,29.0,0.1,0,42,0,65,SE,15,163
7297,29,7,31,31,28.0,0.1,0,39,0,65,SE,17,163
7298,30,14,30,30,33.0,0.1,0,39,0,65,SE,16,163
7299,31,7,29,29,40.0,0.1,0,42,0,65,SE,17,163
7300,32,14,27,27,31.0,0.1,0,51,0,65,SE,26,163
7301,33,5,26,26,29.0,0.0,0,58,0,10,E,20,163
7302,34,6,24,24,25.0,0.0,0,65,0,10,E,16,163
7303,35,1,22,22,28.0,0.0,0,73,0,10,E,18,163
7304,36,6,20,20,36.0,0.0,0,79,0,10,E,20,163
7305,37,6,19,19,43.0,0.0,0,74,0,10,E,25,163
7306,38,8,19,19,51.0,0.0,0,75,0,10,E,31,163
7307,39,2,19,19,53.0,0.0,0,78,0,0,SE,33,163
7308,40,8,18,18,33.0,0.0,0,80,0,0,E,37,163
7309,41,8,18,18,28.0,0.0,0,86,0,0,E,14,163
7310,42,1,17,17,22.0,0.0,0,92,0,0,E,20,163
7311,43,5,17,17,16.0,0.0,0,94,0,0,N,16,163
7312,44,2,17,17,14.0,0.0,0,89,0,0,N,7,163
7313,1,7,26,26,16.0,0.1,0,46,0,60,E,8,164
7314,2,7,28,28,19.0,0.1,0,42,0,60,E,6,164
7315,3,8,29,29,21.0,0.0,0,38,0,65,SE,8,164
7316,4,8,30,30,21.0,0.0,0,35,0,65,S,9,164
7317,5,4,30,30,27.0,0.0,0,34,0,65,SE,8,164
7318,6,14,30,30,27.0,0.5,0,41,0,65,SO,15,164
7319,7,9,28,29,30.0,0.3,0,55,0,65,NE,17,164
7320,8,8,27,28,23.0,0.0,0,60,0,65,NE,19,164
7321,9,2,25,25,18.0,0.0,0,60,0,40,N,13,164
7322,10,13,23,23,22.0,0.0,0,76,0,40,O,10,164
7323,11,5,22,22,17.0,0.0,0,81,0,40,NE,14,164
7324,12,5,20,20,17.0,0.0,0,85,0,40,NE,11,164
7325,13,6,19,19,9.0,0.0,0,84,0,40,NE,10,164
7326,14,6,19,19,12.0,0.0,0,87,0,40,NE,5,164
7327,15,6,19,19,11.0,0.0,0,88,0,5,NE,8,164
7328,16,2,19,19,20.0,0.0,0,88,0,5,NE,7,164
7329,17,1,18,18,19.0,0.0,0,87,0,5,NE,13,164
7330,18,8,18,18,17.0,0.0,0,89,0,5,NE,12,164
7331,19,5,18,18,19.0,0.0,0,92,0,5,NE,10,164
7332,20,8,18,18,21.0,0.0,0,94,0,5,NE,12,164
7333,21,6,18,18,25.0,0.0,0,97,0,15,NE,13,164
7334,22,6,20,20,28.0,0.0,0,86,0,15,NE,15,164
7335,23,8,23,23,30.0,0.0,0,78,0,15,NE,17,164
7336,24,8,25,25,25.0,0.0,0,68,0,15,NE,18,164
7337,25,13,27,29,25.0,0.0,0,70,0,15,E,16,164
7338,26,1,28,29,26.0,0.0,0,59,0,15,NE,16,164
7339,27,1,30,31,38.0,0.0,0,49,0,45,E,14,164
7340,28,8,30,30,35.0,0.0,0,44,0,45,NE,22,164
7341,29,1,31,31,29.0,0.0,0,41,0,45,NE,18,164
7342,30,6,32,32,29.0,0.0,0,41,0,45,NE,16,164
7343,31,1,31,31,27.0,0.0,0,42,0,45,NE,17,164
7344,32,6,30,30,23.0,0.0,0,45,0,45,NE,17,164
7345,33,1,28,28,18.0,0.0,0,49,0,15,NE,15,164
7346,34,1,26,26,22.0,0.0,0,60,0,15,NE,12,164
7347,35,1,23,23,14.0,0.0,0,72,0,15,NE,11,164
7348,36,1,21,21,15.0,0.0,0,82,0,15,NE,9,164
7349,37,6,21,21,19.0,0.0,0,84,0,15,NE,10,164
7350,38,2,21,21,21.0,0.0,0,83,0,15,NE,12,164
7351,39,4,20,20,22.0,0.0,0,85,0,5,NE,14,164
7352,40,6,20,20,21.0,0.0,0,86,0,5,NE,12,164
7353,41,5,20,20,17.0,0.0,0,89,0,5,NE,13,164
7354,42,5,19,19,10.0,0.0,0,85,0,5,NE,7,164
7355,43,6,19,19,8.0,0.0,0,85,0,5,NE,6,164
7356,44,1,19,19,8.0,0.0,0,85,0,5,NE,5,164
7357,1,1,24,24,19.0,0.0,0,65,0,75,SE,11,165
7358,2,1,25,25,19.0,0.0,0,60,0,75,SE,9,165
7359,3,8,26,26,28.0,0.0,0,49,0,80,SE,7,165
7360,4,8,25,25,38.0,0.0,0,51,0,80,S,13,165
7361,5,2,24,24,41.0,0.0,0,55,0,80,S,23,165
7362,6,1,25,25,30.0,0.0,0,49,0,80,S,25,165
7363,7,6,26,26,31.0,0.0,0,46,0,80,S,17,165
7364,8,3,23,23,24.0,0.1,0,51,0,80,S,16,165
7365,9,9,21,21,17.0,0.2,0,71,0,65,N,13,165
7366,10,9,20,20,25.0,0.1,0,83,0,65,NE,10,165
7367,11,7,18,18,34.0,0.3,0,93,0,65,N,14,165
7368,12,6,19,19,33.0,0.0,0,94,0,65,NE,21,165
7369,13,5,18,18,35.0,0.0,0,94,0,65,NE,22,165
7370,14,6,18,18,34.0,0.0,0,92,0,65,E,23,165
7371,15,2,17,17,18.0,0.0,0,89,0,15,E,22,165
7372,16,2,17,17,20.0,0.0,0,95,0,15,N,11,165
7373,17,5,17,17,15.0,0.0,0,98,0,15,NE,11,165
7374,18,4,17,17,15.0,0.0,0,100,0,15,E,9,165
7375,19,2,16,16,17.0,0.0,0,100,0,15,E,7,165
7376,20,2,16,16,15.0,0.0,0,100,0,15,N,11,165
7377,21,13,16,16,12.0,0.0,0,100,0,25,E,9,165
7378,22,8,18,18,32.0,0.0,0,100,0,25,E,8,165
