,indice_fecha,indice_estado_cielo,temp._(°c),sen._térmica_(°c),racha_máx._(km/h),precipitación_(mm),nieve_(mm),humedad_relativa_(%),prob._de_nieve_(%),prob._de_tormenta_(%),dirección_viento,velocidad_del_viento,indice_municipio
2103,33,5,23,23,12.0,0.0,0,55,0,20,NE,8,47
2104,34,1,22,22,15.0,0.0,0,64,0,20,N,6,47
2105,35,1,20,20,8.0,0.0,0,75,0,20,N,10,47
2106,36,6,19,19,11.0,0.0,0,76,0,20,N,5,47
2107,37,2,18,18,9.0,0.0,0,76,0,20,N,7,47
2108,38,2,20,20,9.0,0.0,0,84,0,20,N,7,47
2109,39,4,19,19,7.0,0.0,0,82,0,0,N,5,47
2110,40,5,19,19,11.0,0.0,0,81,0,0,NE,5,47
2111,41,6,18,18,11.0,0.0,0,80,0,0,E,6,47
2112,42,5,18,18,13.0,0.0,0,81,0,0,N,7,47
2113,43,6,18,18,12.0,0.0,0,86,0,0,N,9,47
2114,44,1,17,17,8.0,0.0,0,84,0,0,N,8,47
2115,1,15,23,23,21.0,0.1,0,71,0,70,E,9,48
2116,2,11,24,24,22.0,0.1,0,65,0,70,E,11,48
2117,3,1,25,25,21.0,0.0,0,59,0,75,SE,10,48
2118,4,1,24,24,21.0,0.0,0,60,0,75,S,10,48
2119,5,8,24,24,29.0,0.0,0,58,0,75,S,10,48
2120,6,4,25,25,39.0,0.0,0,50,0,75,S,15,48
2121,7,3,23,23,38.0,0.5,0,61,0,75,SE,17,48
2122,8,7,21,21,12.0,0.6,0,60,0,75,E,13,48
2123,9,9,19,19,12.0,0.1,0,72,0,65,N,8,48
2124,10,1,19,19,21.0,0.0,0,73,0,65,SE,5,48
2125,11,8,19,19,15.0,0.0,0,74,0,65,N,14,48
2126,12,6,19,19,15.0,0.0,0,75,0,65,N,9,48
2127,13,8,18,18,31.0,0.0,0,75,0,65,N,10,48
2128,14,6,18,18,31.0,0.0,0,83,0,65,N,19,48
2129,15,2,17,17,25.0,0.0,0,88,0,10,N,21,48
2130,16,8,17,17,25.0,0.0,0,90,0,10,NE,16,48
2131,17,2,17,17,19.0,0.0,0,89,0,10,NE,15,48
2132,18,2,17,17,18.0,0.0,0,87,0,10,NE,12,48
2133,19,6,17,17,20.0,0.0,0,89,0,10,NE,12,48
2134,20,13,17,17,20.0,0.0,0,92,0,10,NE,14,48
2135,21,6,17,17,21.0,0.0,0,96,0,35,NE,13,48
2136,22,8,19,19,23.0,0.0,0,88,0,35,NE,13,48
2137,23,8,21,21,28.0,0.0,0,84,0,35,NE,13,48
2138,24,8,23,23,38.0,0.0,0,75,0,35,E,15,48
2139,25,8,24,24,16.0,0.0,0,73,0,35,SE,24,48
2140,26,13,25,25,28.0,0.0,0,57,0,35,N,11,48
2141,27,1,26,26,10.0,0.0,0,51,0,60,NE,18,48
2142,28,7,27,27,19.0,0.1,0,49,0,60,E,4,48
2143,29,7,27,27,12.0,0.1,0,50,0,60,SE,7,48
2144,30,6,28,28,11.0,0.0,0,47,0,60,E,5,48
2145,31,6,26,26,15.0,0.0,0,52,0,60,E,5,48
2146,32,1,24,24,17.0,0.0,0,60,0,60,NE,9,48
2147,33,1,22,22,12.0,0.0,0,73,0,40,N,11,48
2148,34,1,21,21,14.0,0.0,0,78,0,40,NE,8,48
2149,35,1,21,21,12.0,0.0,0,78,0,40,NE,10,48
2150,36,2,20,20,12.0,0.0,0,83,0,40,NE,8,48
2151,37,4,20,20,13.0,0.0,0,83,0,40,NE,8,48
2152,38,8,20,20,13.0,0.0,0,86,0,40,N,9,48
2153,39,2,19,19,10.0,0.0,0,90,0,0,NE,9,48
2154,40,6,19,19,13.0,0.0,0,93,0,0,NE,7,48
2155,41,5,19,19,16.0,0.0,0,91,0,0,NE,9,48
2156,42,5,18,18,14.0,0.0,0,88,0,0,N,11,48
2157,43,6,18,18,7.0,0.0,0,87,0,0,N,9,48
2158,44,1,18,18,3.0,0.0,0,87,0,0,NO,5,48
2159,1,1,24,24,21.0,0.0,0,64,0,75,SE,12,49
2160,2,1,25,25,21.0,0.0,0,59,0,75,SE,10,49
2161,3,8,26,26,31.0,0.0,0,50,0,80,SE,9,49
2162,4,3,25,25,36.0,0.1,0,50,0,80,S,17,49
2163,5,2,24,24,40.0,0.0,0,53,0,80,S,22,49
2164,6,4,25,25,30.0,0.0,0,49,0,80,S,25,49
2165,7,6,25,25,28.0,0.0,0,46,0,80,S,18,49
2166,8,8,23,23,21.0,0.0,0,50,0,80,S,16,49
2167,9,14,21,21,24.0,0.1,0,70,0,65,N,13,49
2168,10,2,19,19,22.0,0.0,0,78,0,65,NO,16,49
2169,11,6,18,18,30.0,0.0,0,87,0,65,N,9,49
2170,12,6,19,19,27.0,0.0,0,86,0,65,NE,18,49
2171,13,5,18,18,26.0,0.0,0,87,0,65,NE,19,49
2172,14,6,18,18,30.0,0.0,0,87,0,65,NE,18,49
2173,15,2,17,17,32.0,0.0,0,88,0,10,E,21,49
2174,16,2,17,17,21.0,0.0,0,93,0,10,E,21,49
2175,17,5,17,17,18.0,0.0,0,100,0,10,E,14,49
2176,18,2,16,16,23.0,0.0,0,100,0,10,E,13,49
2177,19,2,16,16,19.0,0.0,0,100,0,10,SE,16,49
2178,20,8,16,16,18.0,0.0,0,100,0,10,E,10,49
2179,21,2,16,16,29.0,0.0,0,100,0,25,E,13,49
2180,22,8,18,18,36.0,0.0,0,100,0,25,E,21,49
2181,23,8,21,21,27.0,0.0,0,89,0,25,SE,22,49
2182,24,8,23,23,29.0,0.0,0,76,0,25,SE,12,49
2183,25,1,24,24,25.0,0.0,0,70,0,25,E,19,49
2184,26,4,26,26,26.0,0.0,0,67,0,25,NE,11,49
2185,27,4,27,29,26.0,0.0,0,66,0,65,N,17,49
2186,28,9,27,29,21.0,0.1,0,66,0,65,N,16,49
2187,29,6,28,29,25.0,0.0,0,58,0,65,NE,13,49
2188,30,8,29,31,16.0,0.0,0,60,0,65,E,15,49
2189,31,6,26,26,23.0,0.0,0,66,0,65,NE,9,49
2190,32,5,24,24,23.0,0.0,0,71,0,65,SE,15,49
2191,33,5,21,21,14.0,0.0,0,79,0,25,SE,13,49
2192,34,1,21,21,12.0,0.0,0,87,0,25,SE,5,49
2193,35,6,20,20,20.0,0.0,0,86,0,25,E,9,49
2194,36,8,19,19,20.0,0.0,0,87,0,25,E,14,49
2195,37,8,19,19,18.0,0.0,0,85,0,25,E,13,49
2196,38,4,19,19,29.0,0.0,0,80,0,25,E,12,49
2197,39,4,18,18,41.0,0.0,0,85,0,10,SE,20,49
2198,40,5,18,18,26.0,0.0,0,83,0,10,SE,25,49
2199,41,2,17,17,17.0,0.0,0,84,0,10,SE,16,49
2200,42,6,16,16,6.0,0.0,0,87,0,10,E,10,49
2201,43,5,16,16,11.0,0.0,0,95,0,10,NE,3,49
2202,44,2,16,16,11.0,0.0,0,95,0,10,E,8,49
2203,1,11,25,25,16.0,0.1,0,56,0,70,E,9,50
2204,2,3,27,27,18.0,0.1,0,50,0,70,E,8,50
2205,3,2,27,27,17.0,0.0,0,50,0,80,E,6,50
2206,4,8,26,26,21.0,0.0,0,48,0,80,S,7,50
2207,5,2,28,28,43.0,0.0,0,40,0,80,S,11,50
2208,6,8,27,27,19.0,0.0,0,51,0,80,O,28,50
2209,7,7,26,26,50.0,0.1,0,50,0,80,SO,9,50
2210,8,1,24,24,23.0,0.0,0,51,0,80,NO,25,50
2211,9,4,22,22,26.0,0.0,0,52,0,70,NE,9,50
2212,10,14,21,21,31.0,1.0,0,55,0,70,N,18,50
2213,11,2,21,21,31.0,0.0,0,86,0,70,N,16,50
2214,12,6,20,20,18.0,0.0,0,89,0,70,NE,21,50
2215,13,5,20,20,25.0,0.0,0,91,0,70,E,12,50
2216,14,5,20,20,19.0,0.0,0,92,0,70,NE,16,50
2217,15,6,19,19,27.0,0.0,0,94,0,10,N,13,50
2218,16,2,19,19,20.0,0.0,0,94,0,10,N,17,50
2219,17,6,19,19,20.0,0.0,0,97,0,10,NE,14,50
2220,18,6,19,19,16.0,0.0,0,99,0,10,NE,13,50
2221,19,6,18,18,20.0,0.0,0,100,0,10,N,11,50
2222,20,6,18,18,16.0,0.0,0,100,0,10,NE,14,50
2223,21,2,18,18,25.0,0.0,0,100,0,15,NE,11,50
2224,22,8,20,20,20.0,0.0,0,95,0,15,NE,17,50
2225,23,2,22,22,32.0,0.0,0,85,0,15,NE,13,50
2226,24,2,24,24,26.0,0.0,0,78,0,15,SE,23,50
2227,25,8,25,25,42.0,0.0,0,68,0,15,SO,11,50
2228,26,1,26,26,30.0,0.0,0,59,0,15,N,20,50
2229,27,9,28,29,32.0,0.1,0,54,0,50,N,19,50
2230,28,14,28,29,25.0,0.1,0,53,0,50,NE,19,50
2231,29,7,29,30,22.0,0.1,0,54,0,50,NE,17,50
2232,30,14,30,31,21.0,0.1,0,51,0,50,NE,14,50
2233,31,7,28,30,21.0,0.1,0,61,0,50,NE,14,50
2234,32,7,26,26,17.0,0.1,0,67,0,50,NE,14,50
2235,33,6,24,24,11.0,0.0,0,75,0,25,NE,10,50
2236,34,1,23,23,11.0,0.0,0,81,0,25,NE,8,50
2237,35,6,23,23,16.0,0.0,0,84,0,25,NE,9,50
2238,36,6,22,22,12.0,0.0,0,90,0,25,NE,11,50
2239,37,2,21,21,11.0,0.0,0,86,0,25,NE,8,50
2240,38,8,21,21,12.0,0.0,0,86,0,25,E,7,50
2241,39,6,20,20,19.0,0.0,0,83,0,5,NE,8,50
2242,40,6,20,20,10.0,0.0,0,80,0,5,SE,13,50
2243,41,6,19,19,17.0,0.0,0,84,0,5,E,5,50
2244,42,4,18,18,15.0,0.0,0,82,0,5,N,12,50
2245,43,5,18,18,15.0,0.0,0,92,0,5,NE,9,50
2246,44,1,18,18,13.0,0.0,0,94,0,5,NE,10,50
2247,1,14,25,25,16.0,0.1,0,52,0,65,E,8,51
2248,2,7,27,27,18.0,0.1,0,46,0,65,E,6,51
2249,3,8,27,27,18.0,0.0,0,45,0,65,SE,7,51
2250,4,8,27,27,26.0,0.0,0,43,0,65,SE,8,51
2251,5,2,28,28,16.0,0.0,0,40,0,65,S,14,51
2252,6,4,28,28,19.0,0.0,0,44,0,65,E,9,51
2253,7,9,26,26,36.0,1.0,0,52,0,65,NE,5,51
2254,8,7,24,24,27.0,0.1,0,76,0,65,E,10,51
2255,9,1,22,22,28.0,0.0,0,84,0,70,NE,14,51
2256,10,5,21,21,29.0,0.0,0,80,0,70,NE,19,51
2257,11,5,20,20,23.0,0.0,0,73,0,70,N,19,51
2258,12,6,19,19,20.0,0.0,0,90,0,70,NE,15,51
2259,13,4,18,18,23.0,0.0,0,98,0,70,NE,13,51
2260,14,14,18,18,28.0,0.1,0,98,0,70,E,16,51
2261,15,6,18,18,26.0,0.0,0,95,0,5,NE,19,51
2262,16,8,18,18,31.0,0.0,0,96,0,5,NE,18,51
2263,17,2,18,18,32.0,0.0,0,93,0,5,NE,22,51
2264,18,5,18,18,28.0,0.0,0,96,0,5,NE,22,51
2265,19,2,18,18,26.0,0.0,0,100,0,5,NE,18,51
2266,20,8,18,18,27.0,0.0,0,100,0,5,NE,18,51
2267,21,2,17,17,26.0,0.0,0,100,0,10,NE,18,51
2268,22,8,19,19,25.0,0.0,0,95,0,10,NE,18,51
2269,23,8,22,22,41.0,0.0,0,86,0,10,E,15,51
2270,24,8,24,24,29.0,0.0,0,75,0,10,SE,28,51
2271,25,1,25,25,27.0,0.0,0,69,0,10,NE,20,51
2272,26,1,26,26,28.0,0.0,0,65,0,10,NE,18,51
2273,27,8,28,29,39.0,0.0,0,57,0,50,NE,18,51
2274,28,2,29,30,35.0,0.0,0,49,0,50,NE,25,51
2275,29,4,29,29,32.0,0.0,0,40,0,50,NE,22,51
2276,30,7,30,30,25.0,0.1,0,42,0,50,E,20,51
2277,31,5,29,29,25.0,0.0,0,47,0,50,E,14,51
2278,32,7,28,29,27.0,0.1,0,52,0,50,E,14,51
2279,33,2,27,28,26.0,0.0,0,57,0,10,E,17,51
2280,34,1,25,25,24.0,0.0,0,60,0,10,SE,14,51
2281,35,1,23,23,19.0,0.0,0,66,0,10,NE,16,51
2282,36,6,21,21,24.0,0.0,0,75,0,10,E,13,51
2283,37,2,21,21,28.0,0.0,0,78,0,10,NE,17,51
2284,38,8,21,21,30.0,0.0,0,76,0,10,E,19,51
2285,39,2,20,20,37.0,0.0,0,71,0,0,SE,21,51
2286,40,2,20,20,27.0,0.0,0,77,0,0,E,24,51
2287,41,6,19,19,22.0,0.0,0,76,0,0,E,19,51
2288,42,4,18,18,20.0,0.0,0,78,0,0,NE,13,51
2289,43,5,18,18,16.0,0.0,0,79,0,0,NE,12,51
2290,44,1,18,18,13.0,0.0,0,79,0,0,E,10,51
2291,1,3,24,24,15.0,0.1,0,64,0,70,E,8,52
2292,2,11,26,26,18.0,0.1,0,57,0,70,E,7,52
2293,3,1,27,27,18.0,0.0,0,51,0,75,E,8,52
2294,4,8,28,28,21.0,0.0,0,44,0,75,S,7,52
2295,5,1,27,27,40.0,0.0,0,46,0,75,SO,11,52
2296,6,8,25,25,14.0,0.0,0,49,0,75,S,25,52
2297,7,3,26,26,65.0,0.1,0,49,0,75,SO,4,52
2298,8,7,24,24,18.0,0.3,0,48,0,75,O,41,52
2299,9,1,22,22,18.0,0.0,0,54,0,65,NE,13,52
2300,10,4,21,21,23.0,0.0,0,68,0,65,NE,11,52
2301,11,9,21,21,17.0,1.0,0,85,0,65,E,9,52
2302,12,10,20,20,24.0,7.0,0,92,0,65,E,5,52
2303,13,7,19,19,15.0,0.8,0,86,0,65,N,17,52
2304,14,5,19,19,18.0,0.0,0,93,0,65,E,9,52
2305,15,6,18,18,31.0,0.0,0,96,0,20,N,12,52
2306,16,4,18,18,26.0,0.0,0,96,0,20,NE,21,52
2307,17,6,18,18,21.0,0.0,0,98,0,20,N,16,52
2308,18,5,18,18,23.0,0.0,0,100,0,20,NE,14,52
2309,19,4,18,18,30.0,0.0,0,100,0,20,NE,16,52
2310,20,5,17,17,15.0,0.0,0,100,0,20,NE,18,52
2311,21,2,17,17,26.0,0.0,0,100,0,25,N,11,52
2312,22,8,19,19,22.0,0.0,0,96,0,25,NE,17,52
2313,23,8,22,22,26.0,0.0,0,86,0,25,E,13,52
2314,24,8,24,24,27.0,0.0,0,78,0,25,SE,18,52
2315,25,4,25,25,28.0,0.0,0,55,0,25,NE,6,52
2316,26,1,27,28,36.0,0.0,0,53,0,25,N,14,52
2317,27,9,28,29,24.0,0.1,0,51,0,50,N,19,52
2318,28,9,28,29,19.0,0.1,0,52,0,50,NE,14,52
2319,29,7,29,29,18.0,0.1,0,48,0,50,NE,10,52
2320,30,9,30,31,15.0,0.1,0,52,0,50,NE,10,52
2321,31,7,28,30,16.0,0.1,0,62,0,50,NE,9,52
2322,32,7,26,26,16.0,0.1,0,73,0,50,NE,11,52
2323,33,1,24,24,11.0,0.0,0,84,0,25,NE,10,52
2324,34,1,23,23,14.0,0.0,0,88,0,25,NE,8,52
2325,35,6,22,22,15.0,0.0,0,90,0,25,N,9,52
2326,36,8,21,21,13.0,0.0,0,91,0,25,NE,10,52
2327,37,8,20,20,9.0,0.0,0,88,0,25,NE,9,52
2328,38,2,20,20,10.0,0.0,0,90,0,25,NE,7,52
2329,39,8,19,19,9.0,0.0,0,91,0,5,NE,6,52
2330,40,6,19,19,13.0,0.0,0,93,0,5,E,6,52
2331,41,5,18,18,18.0,0.0,0,92,0,5,NE,9,52
2332,42,5,18,18,18.0,0.0,0,96,0,5,N,13,52
2333,43,5,17,17,9.0,0.0,0,94,0,5,N,11,52
2334,44,1,17,17,10.0,0.0,0,95,0,5,NE,7,52
2335,1,9,23,23,21.0,0.1,0,68,0,65,E,9,53
2336,2,9,25,25,22.0,0.1,0,59,0,65,SE,10,53
2337,3,8,25,25,31.0,0.0,0,52,0,65,SE,12,53
2338,4,4,24,24,32.0,0.0,0,53,0,65,S,16,53
2339,5,8,25,25,32.0,0.0,0,46,0,65,S,16,53
2340,6,8,27,27,50.0,0.0,0,41,0,65,S,17,53
2341,7,6,24,24,20.0,0.0,0,53,0,65,S,29,53
2342,8,7,22,22,19.0,0.1,0,49,0,65,E,4,53
2343,9,1,19,19,16.0,0.0,0,61,0,60,N,11,53
2344,10,1,20,20,13.0,0.0,0,58,0,60,N,8,53
2345,11,7,19,19,11.0,0.1,0,63,0,60,N,9,53
2346,12,4,18,18,10.0,0.0,0,70,0,60,N,7,53
2347,13,6,18,18,23.0,0.0,0,73,0,60,N,7,53
2348,14,7,17,17,19.0,0.1,0,72,0,60,N,15,53
2349,15,1,17,17,10.0,0.0,0,75,0,10,N,10,53
2350,16,1,17,17,12.0,0.0,0,74,0,10,N,6,53
2351,17,1,17,17,15.0,0.0,0,74,0,10,N,8,53
2352,18,6,17,17,15.0,0.0,0,77,0,10,N,9,53
2353,19,2,17,17,13.0,0.0,0,81,0,10,N,9,53
2354,20,6,17,17,16.0,0.0,0,88,0,10,N,9,53
2355,21,5,17,17,19.0,0.0,0,95,0,35,N,10,53
2356,22,6,18,18,20.0,0.0,0,88,0,35,N,12,53
2357,23,8,20,20,27.0,0.0,0,81,0,35,E,11,53
2358,24,8,22,22,27.0,0.0,0,75,0,35,E,16,53
2359,25,20,24,24,26.0,0.0,0,74,0,35,E,11,53
2360,26,13,25,25,37.0,0.0,0,63,0,35,E,15,53
2361,27,1,27,27,23.0,0.0,0,50,0,60,N,13,53
2362,28,1,27,27,14.0,0.0,0,47,0,60,E,8,53
2363,29,7,28,28,13.0,0.1,0,41,0,60,E,3,53
2364,30,1,28,28,18.0,0.0,0,40,0,60,N,6,53
2365,31,1,27,27,20.0,0.0,0,45,0,60,E,9,53
2366,32,6,26,26,13.0,0.0,0,54,0,60,NE,10,53
2367,33,5,24,24,14.0,0.0,0,62,0,25,N,8,53
2368,34,1,21,21,15.0,0.0,0,69,0,25,N,7,53
2369,35,1,18,18,10.0,0.0,0,78,0,25,N,10,53
2370,36,6,19,19,12.0,0.0,0,80,0,25,N,7,53
2371,37,8,19,19,13.0,0.0,0,85,0,25,N,8,53
2372,38,8,18,18,13.0,0.0,0,80,0,25,N,8,53
2373,39,8,18,18,11.0,0.0,0,85,0,5,N,9,53
2374,40,4,18,18,10.0,0.0,0,88,0,5,N,7,53
2375,41,5,17,17,12.0,0.0,0,85,0,5,NE,5,53
2376,42,5,17,17,15.0,0.0,0,85,0,5,N,8,53
2377,43,6,17,17,9.0,0.0,0,85,0,5,N,9,53
2378,44,1,17,17,6.0,0.0,0,79,0,5,NO,6,53
2379,45,7,22,22,17.0,0.1,0,71,0,75,E,10,54
2380,1,7,24,24,20.0,0.1,0,62,0,75,SE,8,54
2381,2,7,25,25,22.0,0.1,0,54,0,75,SE,8,54
2382,3,8,27,27,32.0,0.0,0,47,0,80,SE,9,54
2383,4,8,26,26,35.0,0.0,0,47,0,80,S,18,54
2384,5,7,25,25,32.0,0.1,0,45,0,80,S,23,54
2385,6,1,27,27,27.0,0.0,0,43,0,80,S,20,54
2386,7,6,25,25,30.0,0.0,0,43,0,80,S,16,54
2387,8,6,24,24,26.0,0.0,0,48,0,80,S,17,54
2388,9,7,23,23,33.0,0.1,0,52,0,65,S,15,54
2389,10,7,22,22,32.0,0.1,0,62,0,65,N,24,54
2390,11,14,21,21,27.0,0.1,0,72,0,65,N,22,54
2391,12,7,20,20,26.0,0.1,0,79,0,65,N,20,54
2392,13,9,19,19,20.0,0.1,0,77,0,65,NE,18,54
2393,14,7,19,19,19.0,0.1,0,76,0,65,NE,14,54
2394,15,6,18,18,17.0,0.0,0,88,0,0,E,13,54
2395,16,5,18,18,16.0,0.0,0,100,0,0,E,10,54
2396,17,6,18,18,12.0,0.0,0,100,0,0,SE,9,54
2397,18,6,18,18,10.0,0.0,0,100,0,0,E,8,54
2398,19,2,18,18,11.0,0.0,0,100,0,0,NE,6,54
2399,20,4,18,18,11.0,0.0,0,100,0,0,E,7,54
2400,21,8,18,18,21.0,0.0,0,100,0,15,E,6,54
2401,22,8,20,20,38.0,0.0,0,91,0,15,E,14,54
2402,23,1,22,22,35.0,0.0,0,77,0,15,SE,25,54
2403,24,6,24,24,35.0,0.0,0,66,0,15,SE,22,54
2404,25,6,25,25,29.0,0.0,0,57,0,15,E,22,54
2405,26,8,27,28,26.0,0.0,0,53,0,15,E,14,54
2406,27,1,28,28,19.0,0.0,0,46,0,70,SE,14,54
2407,28,4,29,29,20.0,0.0,0,44,0,70,NE,9,54
2408,29,2,30,30,28.0,0.0,0,42,0,70,E,8,54
2409,30,1,30,30,28.0,0.0,0,46,0,70,E,15,54
2410,31,1,27,27,35.0,0.0,0,44,0,70,E,16,54
2411,32,7,25,25,21.0,0.2,0,56,0,70,SE,22,54
2412,33,8,23,23,18.0,0.0,0,71,0,20,E,10,54
2413,34,5,22,22,17.0,0.0,0,79,0,20,NE,13,54
2414,35,6,21,21,23.0,0.0,0,76,0,20,NE,13,54
2415,36,1,21,21,13.0,0.0,0,72,0,20,NE,16,54
2416,37,1,20,20,17.0,0.0,0,70,0,20,E,7,54
2417,38,8,20,20,22.0,0.0,0,77,0,20,SE,12,54
2418,39,2,19,19,46.0,0.0,0,80,0,5,SE,15,54
2419,40,6,19,19,13.0,0.0,0,77,0,5,SE,31,54
2420,41,8,18,18,21.0,0.0,0,85,0,5,NE,6,54
2421,42,1,18,18,15.0,0.0,0,89,0,5,N,12,54
2422,43,8,17,17,11.0,0.0,0,87,0,5,NE,11,54
2423,44,6,17,17,6.0,0.0,0,88,0,5,NE,8,54
2424,1,9,23,23,21.0,0.1,0,65,0,65,E,11,55
2425,2,7,24,24,22.0,0.1,0,58,0,65,SE,9,55
2426,3,8,25,25,28.0,0.0,0,52,0,65,SE,10,55
2427,4,1,25,25,30.0,0.0,0,51,0,65,S,14,55
2428,5,8,26,26,28.0,0.0,0,45,0,65,S,14,55
2429,6,1,27,27,48.0,0.0,0,40,0,65,S,13,55
2430,7,8,25,25,20.0,0.0,0,55,0,65,SE,19,55
2431,8,7,22,22,21.0,0.1,0,54,0,65,NE,9,55
2432,9,1,20,20,21.0,0.0,0,65,0,65,N,13,55
2433,10,1,20,20,21.0,0.0,0,60,0,65,NE,10,55
2434,11,6,18,18,17.0,0.0,0,61,0,65,N,11,55
2435,12,2,18,18,18.0,0.0,0,69,0,65,N,10,55
2436,13,7,18,18,26.0,0.1,0,71,0,65,NE,11,55
2437,14,4,18,18,29.0,0.0,0,72,0,65,N,15,55
2438,15,1,17,17,17.0,0.0,0,75,0,5,N,17,55
2439,16,1,17,17,20.0,0.0,0,75,0,5,NE,10,55
2440,17,1,17,17,23.0,0.0,0,73,0,5,NE,12,55
2441,18,2,17,17,22.0,0.0,0,76,0,5,NE,14,55
2442,19,6,17,17,23.0,0.0,0,81,0,5,NE,13,55
2443,20,6,17,17,22.0,0.0,0,88,0,5,NE,14,55
2444,21,5,17,17,26.0,0.0,0,94,0,25,NE,13,55
2445,22,8,19,19,28.0,0.0,0,87,0,25,NE,15,55
2446,23,8,21,21,31.0,0.0,0,82,0,25,E,16,55
2447,24,8,23,23,37.0,0.0,0,75,0,25,E,18,55
2448,25,8,24,24,36.0,0.0,0,74,0,25,SE,20,55
2449,26,1,25,25,43.0,0.0,0,62,0,25,NE,22,55
2450,27,1,26,26,27.0,0.0,0,51,0,55,N,20,55
2451,28,8,27,27,22.0,0.0,0,47,0,55,NE,11,55
2452,29,14,28,28,21.0,0.1,0,41,0,55,E,7,55
2453,30,1,28,28,24.0,0.0,0,41,0,55,NE,9,55
2454,31,1,27,27,25.0,0.0,0,45,0,55,NE,12,55
2455,32,6,25,25,17.0,0.0,0,55,0,55,NE,12,55
2456,33,4,24,24,18.0,0.0,0,61,0,30,NE,8,55
2457,34,1,21,21,20.0,0.0,0,71,0,30,N,9,55
2458,35,1,18,18,17.0,0.0,0,81,0,30,N,12,55
2459,36,6,18,18,17.0,0.0,0,81,0,30,N,10,55
2460,37,4,18,18,18.0,0.0,0,86,0,30,N,10,55
2461,38,4,19,19,19.0,0.0,0,81,0,30,NE,11,55
2462,39,6,19,19,17.0,0.0,0,84,0,5,NE,11,55
2463,40,6,19,19,17.0,0.0,0,84,0,5,NE,10,55
2464,41,5,18,18,25.0,0.0,0,83,0,5,E,9,55
2465,42,5,18,18,25.0,0.0,0,83,0,5,N,15,55
2466,43,6,18,18,13.0,0.0,0,83,0,5,N,14,55
2467,44,1,17,17,6.0,0.0,0,82,0,5,N,7,55
2468,1,3,24,24,15.0,0.1,0,64,0,70,E,8,56
2469,2,11,26,26,18.0,0.1,0,57,0,70,E,7,56
2470,3,1,27,27,18.0,0.0,0,51,0,75,E,8,56
2471,4,8,28,28,21.0,0.0,0,44,0,75,S,7,56
2472,5,1,26,26,40.0,0.0,0,46,0,75,SO,11,56
2473,6,2,24,24,14.0,0.0,0,49,0,75,S,25,56
2474,7,3,26,26,65.0,0.1,0,49,0,75,SO,4,56
2475,8,7,24,24,18.0,0.3,0,48,0,75,O,41,56
2476,9,1,22,22,18.0,0.0,0,54,0,65,NE,13,56
2477,10,1,21,21,23.0,0.0,0,68,0,65,NE,11,56
2478,11,9,20,20,17.0,1.0,0,85,0,65,E,9,56
2479,12,10,20,20,24.0,7.0,0,92,0,65,E,5,56
2480,13,17,19,19,15.0,0.8,0,86,0,65,N,17,56
2481,14,5,19,19,18.0,0.0,0,93,0,65,E,9,56
2482,15,6,18,18,31.0,0.0,0,96,0,20,N,12,56
2483,16,6,18,18,26.0,0.0,0,96,0,20,NE,21,56
2484,17,6,18,18,21.0,0.0,0,98,0,20,N,16,56
2485,18,5,18,18,23.0,0.0,0,100,0,20,NE,14,56
2486,19,2,17,17,30.0,0.0,0,100,0,20,NE,16,56
2487,20,5,17,17,15.0,0.0,0,100,0,20,NE,18,56
2488,21,6,17,17,26.0,0.0,0,100,0,25,N,11,56
2489,22,8,19,19,22.0,0.0,0,96,0,25,NE,17,56
2490,23,8,22,22,26.0,0.0,0,86,0,25,E,13,56
2491,24,2,24,24,27.0,0.0,0,78,0,25,SE,18,56
2492,25,2,25,25,28.0,0.0,0,55,0,25,NE,6,56
2493,26,1,26,26,36.0,0.0,0,53,0,25,N,14,56
2494,27,17,28,29,24.0,0.1,0,51,0,50,N,19,56
2495,28,9,28,29,19.0,0.1,0,52,0,50,NE,14,56
2496,29,7,29,29,18.0,0.1,0,48,0,50,NE,10,56
2497,30,14,30,31,15.0,0.1,0,52,0,50,NE,10,56
2498,31,7,28,30,16.0,0.1,0,62,0,50,NE,9,56
2499,32,7,26,26,16.0,0.1,0,73,0,50,NE,11,56
2500,33,1,24,24,11.0,0.0,0,84,0,25,NE,10,56
2501,34,6,23,23,14.0,0.0,0,88,0,25,NE,8,56
2502,35,6,22,22,15.0,0.0,0,90,0,25,N,9,56
2503,36,8,20,20,13.0,0.0,0,91,0,25,NE,10,56
2504,37,8,20,20,9.0,0.0,0,88,0,25,NE,9,56
2505,38,4,19,19,10.0,0.0,0,90,0,25,NE,7,56
2506,39,8,19,19,9.0,0.0,0,91,0,5,NE,6,56
2507,40,5,18,18,13.0,0.0,0,93,0,5,E,6,56
2508,41,5,18,18,18.0,0.0,0,92,0,5,NE,9,56
2509,42,5,17,17,18.0,0.0,0,96,0,5,N,13,56
2510,43,5,17,17,9.0,0.0,0,94,0,5,N,11,56
2511,44,1,17,17,10.0,0.0,0,95,0,5,NE,7,56
2512,45,9,23,23,16.0,0.1,0,66,0,65,E,10,57
2513,1,7,25,25,15.0,0.1,0,54,0,65,E,8,57
2514,2,7,27,27,16.0,0.1,0,47,0,65,E,5,57
2515,3,1,26,26,15.0,0.0,0,47,0,70,SE,6,57
2516,4,8,27,27,18.0,0.0,0,45,0,70,SE,6,57
